"Network ID","Network Name","Native ID","Station ID","Station Name","History ID","Province","Longitude","Latitude","Elevation (m)","Record Start","Record End","Obs Freq","Variables"
"1","EC","1017233","29","SHAWNIGAN LAKE NORTH","432","BC","-123.633333","48.65","149","1973-02-17","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1017560","30","SOOKE LAKE","433","BC","-123.7","48.516667","173","1903-01-01","1966-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1017563","31","SOOKE LAKE NORTH","434","BC","-123.64","48.57556","231","1966-10-01","2011-10-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1018592","32","VICTORIA ARDMORE","435","BC","-123.466667","48.633333","24","1973-06-01","2000-12-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1018600","33","VICTORIA CAREY ROAD","436","BC","-123.466667","48.466667","20","1966-03-01","1967-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1018605","34","VICTORIA FRANCIS PARK","437","BC","-123.4431","48.47639","55","1962-06-01","2017-12-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1018629","35","VICTORIA JUBILEE","438","BC","-123.333333","48.433333","24","1968-08-01","1969-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1018648","36","VICTORIA NORTH DAIRY RD","439","BC","-123.333333","48.45","41","1964-06-01","1965-11-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1018657","37","VICTORIA ROWLEY ROAD","440","BC","-123.3","48.466667","13","1962-04-01","1962-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1018658","38","VICTORIA SINCLAIR ROAD","441","BC","-123.3","48.466667","53","1960-08-01","1960-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1018FF6","39","VICTORIA U VIC","442","BC","-123.333333","48.466667","68","1974-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","101F940","40","SAANICHTON MT NEWTON 2","443","BC","-123.45","48.6","68","1993-05-16","1995-04-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","101F942","41","SAANICH OLDFIELD NORTH","444","BC","-123.416667","48.55","70","1965-12-02","1967-03-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","101H6FF","42","VICTORIA WEST","445","BC","-123.383333","48.433333","15","1967-10-01","1968-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","101HFNE","43","VICTORIA PORTAGE INLET","446","BC","-123.433333","48.45","6","1976-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","101J9K0","44","CORDOVA BAY CLAREMOUNT","447","BC","-123.366667","48.516667","80","1993-05-01","1995-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","101Q6NN","45","VICTORIA PROSPECT LAKE","448","BC","-123.433333","48.516667","61","1973-11-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","101QF57","46","VICTORIA SHELBOURNE","449","BC","-123.333333","48.466667","49","1964-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1020885","47","BLIND CHANNEL","450","BC","-125.5","50.416667","3","1956-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1021230","48","CAMERON LAKE","451","BC","-124.583333","49.283333","193","1924-01-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1021990","49","COURTENAY PUNTLEDGE BCHP","452","BC","-125.033333","49.683333","24","1921-07-01","1964-03-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1021994","50","COURTENAY SANDWICK","453","BC","-124.966667","49.7","76","1989-02-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1022560","51","DUNCAN BAY","454","BC","-125.283333","50.066667","11","1957-09-16","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1023471","52","HILLIERS","455","BC","-124.5","49.3","150","1987-04-01","1988-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1024005","53","KELSEY BAY","456","BC","-125.95","50.383333","5","1954-08-01","1956-02-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1024637","54","LITTLE QUALICUM","457","BC","-124.783333","49.35","187","1908-12-01","1921-01-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1025377","55","NANOOSE BAY SOUTH","458","BC","-124.183333","49.25","111","1988-09-01","2007-07-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","10253G0","56","NANAIMO CITY YARD","459","BC","-123.9878","49.19889","114","1981-08-01","2022-03-03","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1025975","57","PARKSVILLE NORTHWEST","460","BC","-124.333333","49.333333","31","1961-07-01","1965-04-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1026266","58","PORT HARDY","461","BC","-127.483333","50.666667","3","1928-06-01","1944-01-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1026274","59","PORT HARDY BEAVER HR","462","BC","-127.433333","50.716667","5","1959-11-23","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1026564","60","QUALICUM BEACH YAMBURY","463","BC","-124.383333","49.35","3","1965-05-01","1965-11-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1027060","61","SANDWICK","464","BC","-125.05","49.75","46","1914-10-01","1943-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1027112","62","SAYWARD","465","BC","-126","50.366667","0","1920-03-01","1930-02-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1027870","63","SURGE NARROWS READ IS","466","BC","-125.1","50.216667","76","1962-03-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","102E3G0","64","NANAIMO NORTH","467","BC","-123.983333","49.216667","98","1989-02-01","1989-06-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","102ECG0","65","NANAIMO RIVER CAMP","468","BC","-124.083333","49.083333","204","1962-08-01","1968-12-20","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1030185","66","ALBERNI CITY RESERVOIR","469","BC","-124.783333","49.266667","65","1962-03-01","1963-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1030850","67","BENSON LAKE","470","BC","-127.233333","50.366667","145","1959-06-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1031402","68","CARMANAH POINT","471","BC","-124.7514","48.61167","38.1","1968-03-01","2020-05-16","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1031844","69","CONUMA RIVER HATCHERY","472","BC","-126.4167","49.8","12","1989-01-24","2018-10-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1032660","70","ELK LAKE JEUNE LANDING","473","BC","-127.3","50.366667","110","1924-12-01","1938-02-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1033292","71","GREAT CENTRAL LAKE","474","BC","-125.15","49.35","503","1957-08-01","1957-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1033455","72","HENDERSON LAKE","475","BC","-125.133333","49.133333","4","1922-11-01","1936-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1033460","73","HERBERT INLET","476","BC","-125.9","49.4","5","1959-03-03","1960-11-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1034070","74","KENNEDY LAKE","477","BC","-125.633333","49.133333","11","1924-01-01","1936-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1036207","75","PORT ALBERNI CHINA CREEK","478","BC","-124.783333","49.233333","70","1960-01-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1036243","76","PORT ALICE TOWNSITE","479","BC","-127.483333","50.433333","102","1987-05-01","2000-10-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1036907","77","RUMBLE BEACH","480","BC","-127.483333","50.433333","107","1975-12-21","2000-07-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1038206","78","TOFINO CATFACE MOUNTAIN","481","BC","-125.966667","49.266667","741","1970-11-01","1971-08-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1038331","79","UCLUELET BRYNNOR MINES","482","BC","-125.433333","49.05","91","1964-05-01","1968-06-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1039030","80","ZEBALLOS","483","BC","-126.85","49.983333","7","1955-09-01","2000-10-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1040908","81","BOWEN ISLAND","484","BC","-123.416667","49.35","23","1959-07-01","1965-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1040911","82","BOWEN ISLAND CATES BAY","485","BC","-123.316667","49.416667","27","1987-04-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","104091A","83","BOWEN ISLAND JOSEPHINE R","486","BC","-123.383333","49.366667","160","1992-05-12","2000-10-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","104091B","84","BOWEN ISLAND SUNSET PARK","487","BC","-123.4019","49.36028","130","1992-05-12","2022-03-03","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1040R1J","85","BOWEN ISLAND KILLARNEY L","488","BC","-123.366667","49.4","50","1992-05-12","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1041100","86","BUCCANEER BAY","489","BC","-123.966667","49.483333","2","1927-08-01","1948-11-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1041380","87","CAPILANO INTAKE","490","BC","-123.15","49.4","146","1924-01-01","1955-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1041490","88","CHEEKYE","491","BC","-123.15","49.8","49","1960-04-13","1962-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1043320","89","HALFMOON BAY","492","BC","-123.916667","49.516667","11","1961-04-18","1964-02-29","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1043321","90","HALFMOON BAY MIDDLE PT","493","BC","-124","49.583333","91","1961-05-09","1963-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","10433B0","91","HALFMOON BAY","494","BC","-123.9","49.516667","61","1973-04-01","1973-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1043582","92","HOPKINS LANDING","495","BC","-123.483333","49.466667","8","1969-10-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1044680","93","LOIS LAKE","496","BC","-124.15","49.866667","168","1954-01-01","1956-03-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1044710","94","LOIS RIVER DAM","497","BC","-124.316667","49.8","157","1931-04-01","2007-07-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1046115","95","PENDER HARBOUR","498","BC","-124.0322","49.63444","64","1961-05-10","2022-03-04","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1046360","96","POWELL LAKE","499","BC","-124.466667","50.1","76","1954-02-01","1954-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1047673","97","SQUAMISH 10 MILE","500","BC","-123.2","49.816667","30","1990-04-01","1991-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1018FJ5","98","VICTORIA HARTLAND CS","501","BC","-123.4591","48.53383","154.1","1994-06-01","2011-05-31","Daily","Precipitation Amount|Precipitation Climatology|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1056590","99","QUEEN CHARLOTTE CITY","502","BC","-132.083333","53.25","12","1914-10-01","1948-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1060810","100","BELLA BELLA","503","BC","-128.15","52.166667","12","1933-04-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1060820","101","BELLA BELLA SHEARWATER","504","BC","-128.083333","52.15","12","1960-04-01","1964-06-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1062884","102","FIRVALE","505","BC","-126.3","52.45","122","1991-09-01","1991-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1064322","103","KITIMAT 3","506","BC","-128.6408","54.06472","137","1988-09-01","2013-01-18","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1065275","104","NAAS HARBOUR","507","BC","-129.933333","54.933333","6","1900-02-01","1929-08-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1066484","105","PRINCE RUPERT FERN PASS","508","BC","-130.266667","54.316667","44","1959-08-01","1966-01-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1066492","106","PRINCE RUPERT R PARK","509","BC","-130.333333","54.3","91","1959-08-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1066493","107","PRINCE RUPERT SHAWATLANS","510","BC","-130.25","54.333333","11","1966-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1066788","108","RIVERS INLET GOOD HOPE","511","BC","-127.5","51.6","3","1970-02-01","1971-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1066885","109","ROSSWOOD","512","BC","-128.766667","54.783333","146","1927-10-08","1946-02-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1066900","110","ROY","513","BC","-125.533333","50.5","10","1931-11-04","1955-09-15","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1066K57","111","PORT EDWARD","514","BC","-130.233333","54.2","2","1984-10-01","1986-02-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1067880","112","SWANSON BAY","515","BC","-128.5","53.033333","5","1917-01-01","1942-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1070154","113","AIYANSH 2SE","516","BC","-129.05","55.183333","213","1974-07-17","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1073349","114","HAZELTON 2","517","BC","-127.633333","55.266667","295","1988-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1074331","115","KITSAULT TOWNSITE","518","BC","-128.483333","55.45","38","1967-01-01","1967-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1074800","116","MACLURE LAKE","519","BC","-127.066667","54.733333","573","1924-01-01","1963-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1075202","117","MORICETOWN","520","BC","-127.3","55.05","390","1964-09-01","1965-11-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1078074","118","TELKWA MACLURE LAKE","521","BC","-127.016667","54.733333","640","1964-03-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","107P505","119","SMITHERS KATHLYN LAKE","522","BC","-127.216667","54.816667","546","1988-07-01","1988-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1080285","120","ALEXIS CREEK","523","BC","-123.333333","52.133333","724","1919-10-01","1963-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1081469","121","CHARLIE CREEK RANCH","524","BC","-124.466667","51.75","1158","1975-10-01","1976-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1081515","122","CHILKO LAKE","525","BC","-124.15","51.616667","1172","1956-04-01","1957-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1082748","123","EUCHINIKO TITETOWN","526","BC","-123.816667","53.333333","796","1970-11-01","1971-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1085279","124","NADINA RIVER","527","BC","-126.666667","54.166667","808","1931-12-01","1932-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1085280","125","NADINA RIVER","528","BC","-126.383333","53.983333","732","1934-10-01","1962-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1088326","126","TYAUGHTON LAKE RESORT","529","BC","-122.783333","50.933333","1021","1973-10-01","1973-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1090335","127","ALKALI LAKE","530","BC","-122.283333","51.783333","0","1910-09-11","1922-03-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1090989","128","BRIDGE RIVER","531","BC","-122.433333","50.85","610","1924-01-01","1929-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1090990","129","BRIDGE RIVER","532","BC","-122.216667","50.733333","253","1935-07-01","1953-02-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1091175","130","BURNS LAKE 10 SOUTH","533","BC","-125.733333","54.15","783","1992-07-01","2000-10-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1091512","131","CHIEF LAKE","534","BC","-123.066667","54.1","793","1970-06-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1092579","132","DUNSTER 2","535","BC","-119.833333","53.166667","833","1994-08-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1092904","133","FORT FRASER","536","BC","-124.55","54.1","701","1964-09-01","1965-08-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1093052","134","GANG RANCH","537","BC","-122.333333","51.55","658","1973-09-01","1990-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)"
"1","EC","1093165","135","GISCOME","538","BC","-122.266667","54.116667","599","1970-10-01","1971-04-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1093680","136","ISLE PIERRE","539","BC","-123.233333","53.966667","625","1970-06-01","2000-12-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1094897","137","MAPES","540","BC","-123.883333","53.883333","785","1970-06-01","1970-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1095740","138","OLD SUMMIT RD NORTH","541","BC","-122.65","54.116667","686","1976-07-01","1977-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
"1","EC","1096636","139","QUESNEL NAZKO ROAD","542","BC","-122.666667","53.016667","762","1968-01-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount"
"1","EC","1096691","140","REDSTONE","543","BC","-123.65","52.1","809","1957-01-01","1957-03-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount"
